Name der Einrichtung;Strasse mit Hausnummer;Postleitzahl;Stadt;E-Mail-Adresse;Detail-Link
poststelle(at)skhgr.sms.sachsen.de;Dr.-Max-Krell-Park 41;02708;Großschweidnitz;poststelle@skhgr.sms.sachsen.de;https://www.dhs.de/service/suchthilfeverzeichnis/
salus ambulanz Bad Belzig;Brücker Landstraße 22 b;14806;Bad Belzig;belzig@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5272&cHash=224bd259a66a9472dd4eccbf3ce52a1f
belzig(at)salus-ambulanz.de;Brücker Landstraße 22 b;14806;Bad Belzig;belzig@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
salus ambulanz Berlin;Krumme Straße 92;10585;Berlin;berlin@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5189&cHash=bedf0b4a2f14e28ea1b9eaa903b017b9
berlin(at)salus-ambulanz.de;Krumme Straße 92;10585;Berlin;berlin@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
salus ambulanz Brandenburg;Deutsches Dorf 45-47;14776;Brandenburg a.d.H.;brandenburg@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5271&cHash=c44dab1677710439cb43ee26f57c2b1b
brandenburg(at)salus-ambulanz.de;Deutsches Dorf 45-47;14776;Brandenburg a.d.H.;brandenburg@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
salus ambulanz Teltow;Lankeweg 4;14513;Teltow;teltow@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5274&cHash=fbf3d4e0d4bea7ee8c029109b4666004
teltow(at)salus-ambulanz.de;Lankeweg 4;14513;Teltow;teltow@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
salus ambulanz Werder;Am Gutshof 1-7;14542;Werder (Havel);werder@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5269&cHash=3c2da4ea5b933dba374d45544c80769b
werder(at)salus-ambulanz.de;Am Gutshof 1-7;14542;Werder (Havel);werder@salus-ambulanz.de;https://www.dhs.de/service/suchthilfeverzeichnis/
salus fachambulanz;Am Houiller Platz 4c (3.OG);61381;Friedrichsdorf;ambulanz@salus-friedrichsdorf.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4906&cHash=5f41b066de1b22b378e5e8a207716982
ambulanz(at)salus-friedrichsdorf.de;Am Houiller Platz 4c (3.OG);61381;Friedrichsdorf;ambulanz@salus-friedrichsdorf.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Salus gGmbH;Olga-Benario-Straße 16-18;06406;Bernburg;fkh.bernburg@salus-lsa.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5502&cHash=d28c030e52926a4c9fc994d2ca9e248c
fkh.bernburg(at)salus-lsa.de;Olga-Benario-Straße 16-18;06406;Bernburg;fkh.bernburg@salus-lsa.de;https://www.dhs.de/service/suchthilfeverzeichnis/
salus klinik Hürth;Willy-Brandt-Platz 1;50354;Hürth;mail@salus-huerth.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4614&cHash=18779dc6897bf658e8f4e1b24770a98e
mail(at)salus-huerth.de;Willy-Brandt-Platz 1;50354;Hürth;mail@salus-huerth.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Salus Klinik Lindow;Straße nach Gühlen 10;16835;Lindow;mail@salus-lindow.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4840&cHash=58ac163e8f8014d91e620666cc76fea6
mail(at)salus-lindow.de;Straße nach Gühlen 10;16835;Lindow;mail@salus-lindow.de;https://www.dhs.de/service/suchthilfeverzeichnis/
salus kliniken Bad Nauheim;Schwallheimer Straße 81;61231;Bad Nauheim;kontakt@salus-bad-nauheim.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5665&cHash=9b26bc3d9211962be80034cf9806cbb6
kontakt(at)salus-bad-nauheim.de;Schwallheimer Straße 81;61231;Bad Nauheim;kontakt@salus-bad-nauheim.de;https://www.dhs.de/service/suchthilfeverzeichnis/
SBB Grünau;Stuttgarter Allee 6;04209;Leipzig;ZfDGruenau@sanktgeorg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6218&cHash=c32c3983dd917a35972d0512865c96b8
ZfDGruenau(at)sanktgeorg.de;Stuttgarter Allee 6;04209;Leipzig;ZfDGruenau@sanktgeorg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
SBB Impuls;Möckernsche Str.3;04155;Leipzig;impuls@suchtzentrum.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4128&cHash=f2dc80dfe0b113147ba4e34332cd6aa5
impuls(at)suchtzentrum.de;Möckernsche Str.3;04155;Leipzig;impuls@suchtzentrum.de;https://www.dhs.de/service/suchthilfeverzeichnis/
SBB Wurzner Straße 151;Wurzner Straße 151;04318;Leipzig;zfdwurznerstrasse@sanktgeorg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4499&cHash=2b2afaeb85280c7956c80f9576d043c6
zfdwurznerstrasse(at)sanktgeorg.de;Wurzner Straße 151;04318;Leipzig;zfdwurznerstrasse@sanktgeorg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Scarabäus Hoher Fläming e.V.;OT Schmerwitz 37;14827;Wiesenburg (Mark);scarabaeus-schmerwitz@t-online.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4173&cHash=83b8ab5c031a2ae9ac6d0d2745dc4464
scarabaeus-schmerwitz(at)t-online.de;OT Schmerwitz 37;14827;Wiesenburg (Mark);scarabaeus-schmerwitz@t-online.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Schwarzbachklinik Ratingen;Niederbeckweg 6;40880;Ratingen;schwarzbachklinik@deutscher-orden.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5175&cHash=1fa061fd33695c41da272ed39c21809e
schwarzbachklinik(at)deutscher-orden.de;Niederbeckweg 6;40880;Ratingen;schwarzbachklinik@deutscher-orden.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Selbsthilfebüro Freiburg/Breisgau-Hochschwarzwald;Schwabentorring 2;79098;Freiburg;selbsthilfe@paritaet-freiburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4897&cHash=6d546916a6c969026af7858ef6c41211
selbsthilfe(at)paritaet-freiburg.de;Schwabentorring 2;79098;Freiburg;selbsthilfe@paritaet-freiburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Serrahner Diakoniewerk;Am Pfarrhof 1;18292;Kuchelmiß;info@rehaklinik-serrahn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4071&cHash=4f11d4808a0abc72943b150e18432a79
info(at)rehaklinik-serrahn.de;Am Pfarrhof 1;18292;Kuchelmiß;info@rehaklinik-serrahn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
SHG Zentrum für Abhängigkeitsprobleme;Großherzog-Friedrich-Str. 11;66111;Saarbrücken;zfa@sb.shg-kliniken.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5511&cHash=0c11127ce2113926c049ae93f3cbddb3
zfa(at)sb.shg-kliniken.de;Großherzog-Friedrich-Str. 11;66111;Saarbrücken;zfa@sb.shg-kliniken.de;https://www.dhs.de/service/suchthilfeverzeichnis/
SiT-Suchthilfe in Thüringen gemeinnützige GmbH;Brühl 05;99867;Gotha;psbs-gotha@sit-online.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4907&cHash=6ece0ee310e964145fc090334b6c51d8
psbs-gotha(at)sit-online.org;Brühl 05;99867;Gotha;psbs-gotha@sit-online.org;https://www.dhs.de/service/suchthilfeverzeichnis/
SiT-Suchthilfe in Thüringen gemeinnützige GmbH;Arndtstraße 2;99096;Erfurt;adaption@sit-online.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6302&cHash=4e586b2053f6a8e913f34f6ca8b29a24
SiT-Suchthilfe in Thüringen GmbH;Kritzegraben 4;07743;Jena;psbs-Jena@sit-online.org;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4159&cHash=38a081199d13f18f2ad2f378db5d9f7c
psbs-Jena(at)sit-online.org;Kritzegraben 4;07743;Jena;psbs-Jena@sit-online.org;https://www.dhs.de/service/suchthilfeverzeichnis/
SKM Köln Suchtnotruf;Große Telegraphenstr. 31;50676;Köln;suchtnotruf@skm-koeln.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5632&cHash=5da4872214d311203107a034c0255d50
suchtnotruf(at)skm-koeln.de;Große Telegraphenstr. 31;50676;Köln;suchtnotruf@skm-koeln.de;https://www.dhs.de/service/suchthilfeverzeichnis/
SKM Rehazentrum Lindenthal;Franzstr. 8-10;50931;Köln;reha-zentrum@skm-koeln.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5000&cHash=a7acd3165b97ad3c5a740b498c6c4b97
reha-zentrum(at)skm-koeln.de;Franzstr. 8-10;50931;Köln;reha-zentrum@skm-koeln.de;https://www.dhs.de/service/suchthilfeverzeichnis/
SOMATRiX Drogenberatung;Rathenower Str. 2-3;14770;Brandenburg;somatrix@ah-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4102&cHash=3c3407cf5d671e50dad057f28158b79f
somatrix(at)ah-brandenburg.de;Rathenower Str. 2-3;14770;Brandenburg;somatrix@ah-brandenburg.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Soziale Beratung am Gesundheitsamt;Blumenstraße 1;82467;Garmisch-Partenkirchen;Soziale-Beratung-Gesundheitsamt@lra-gap.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4838&cHash=46b49d958a9f0edcf861530415049bbb
Soziale-Beratung-Gesundheitsamt(at)lra-gap.de;Blumenstraße 1;82467;Garmisch-Partenkirchen;Soziale-Beratung-Gesundheitsamt@lra-gap.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialer Dienst für erwachsene psychisch kranke und behinderte Menschen;Karl-Kellner-Ring 51;35576;Wetzlar;gesundheitsamt@lahn-dill-kreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4238&cHash=293b6058545f16bd4409d39f33906fc5
gesundheitsamt(at)lahn-dill-kreis.de;Karl-Kellner-Ring 51;35576;Wetzlar;gesundheitsamt@lahn-dill-kreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst;Heinrich-Heine-Straße 1;03149;Forst (Lausitz);gesundheitsamt@lkspn.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4598&cHash=399705d1683f83cfbe3d4c67854e22c7
gesundheitsamt(at)lkspn.de;Heinrich-Heine-Straße 1;03149;Forst (Lausitz);gesundheitsamt@lkspn.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst;Bismarckstraße 16;52351;Düren;n.deriese@kreis-dueren.de, b.kessler@kreis-dueren.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5086&cHash=7a7c369e581f7e71e11e8c4b27d903fc
n.deriese(at)kreis-dueren.de, b.kessler@kreis-dueren.de;Bismarckstraße 16;52351;Düren;n.deriese@kreis-dueren.de, b.kessler@kreis-dueren.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst Altmarkkreis Salzwedel;Karl-Marx-Straße 32;29410;Salzwedel;gesundheitsamt@altmarkkreis-salzwedel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5332&cHash=2b82d0c78a244cabf461f41f0888bfe3
gesundheitsamt(at)altmarkkreis-salzwedel.de;Karl-Marx-Straße 32;29410;Salzwedel;gesundheitsamt@altmarkkreis-salzwedel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst der Stadt Krefeld;Gartenstraße 30-32;47792;Krefeld;sekretariat.spdi@krefeld.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5908&cHash=8b21da2cefcf08ee44c7f94121844ee3
sekretariat.spdi(at)krefeld.de;Gartenstraße 30-32;47792;Krefeld;sekretariat.spdi@krefeld.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst der Stadt Krefeld;Gartenstr.30-32;47798;Krefeld;sekretariat.spdi@krefeld.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6211&cHash=99ea35678102b221b394fcccfdbc5b42
sekretariat.spdi(at)krefeld.de;Gartenstr.30-32;47798;Krefeld;sekretariat.spdi@krefeld.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst des Gesundheitsamtes Odenwaldkreis;Relystrasse 20;64720;Michelstadt;m.thoms@odenwaldkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4126&cHash=a93cc9da08d8217098dfcf0d8cdfd91b
m.thoms(at)odenwaldkreis.de;Relystrasse 20;64720;Michelstadt;m.thoms@odenwaldkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst des Hochsauerlandkreises;Eichholzstraße 9;59821;Arnsberg;gisela.brouwers@hochsauerlandkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4710&cHash=c2b54186aaac225432a81446000da4b3
gisela.brouwers(at)hochsauerlandkreis.de;Eichholzstraße 9;59821;Arnsberg;gisela.brouwers@hochsauerlandkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst des Hochsauerlandkreises;Steinstraße 27;59872;Meschede;gisela.brouwers@hochsauerlandkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6172&cHash=fb19fe1fd611511237394b4c5a6cd143
gisela.brouwers(at)hochsauerlandkreis.de;Steinstraße 27;59872;Meschede;gisela.brouwers@hochsauerlandkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst des Hochsauerlandkreises;Am Rothaarsteig 1;59929;Brilon;gisela.brouwers@hochsauerlandkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6173&cHash=7ea7c630c88a3edc4b5080e8ef31dffc
gisela.brouwers(at)hochsauerlandkreis.de;Am Rothaarsteig 1;59929;Brilon;gisela.brouwers@hochsauerlandkreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst des Kreises Olpe;Westfälische Straße 75;57462;Olpe;i.kieserling@kreis-olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5815&cHash=d0d4918b5274d9b158dffc45d39e7343
i.kieserling(at)kreis-olpe.de;Westfälische Straße 75;57462;Olpe;i.kieserling@kreis-olpe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst des Märkischen Kreises;Breddestr. 45;58675;Hemer;m.deitmerg@maerkischer-kreis.de, s.hollmann@maerkischer-kreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4849&cHash=deda2c8de20ba854ada6a04484e08b0a
m.deitmerg(at)maerkischer-kreis.de, s.hollmann@maerkischer-kreis.de;Breddestr. 45;58675;Hemer;m.deitmerg@maerkischer-kreis.de, s.hollmann@maerkischer-kreis.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst Kreis Lippe;Felix-Fechenbachstr.5;32756;Detmold;A.Helbing-Uebelacker@kreis-lippe.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=5609&cHash=97675ecc095377fab77f4ce59ee01455
A.Helbing-Uebelacker(at)kreis-lippe.de;Felix-Fechenbachstr.5;32756;Detmold;A.Helbing-Uebelacker@kreis-lippe.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst Kreis Wesel;Jülicher Str. 6;46483;Wesel;Spdi@kreis-wesel.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=6036&cHash=a9ebd5fb99977f756d1f7291ddbdd785
Spdi(at)kreis-wesel.de;Jülicher Str. 6;46483;Wesel;Spdi@kreis-wesel.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst Landkreis Havelland;Goethestraße 59/60;14641;Nauen;sozialpsychiatrischerdienst@havelland.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4868&cHash=e316f8fdd6bbd9a13d3037bdc118a19a
sozialpsychiatrischerdienst(at)havelland.de;Goethestraße 59/60;14641;Nauen;sozialpsychiatrischerdienst@havelland.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst SpDi;Kölner Straße 187;40227;Düsseldorf;spdi-gesundheitsamt@duesseldorf.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4143&cHash=3ca812b47ff888a94024a3a24995e458
spdi-gesundheitsamt(at)duesseldorf.de;Kölner Straße 187;40227;Düsseldorf;spdi-gesundheitsamt@duesseldorf.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst Suchtberatung und behandlung;Winsener Str. 34d;29614;Soltau;awo.soltau@awo-trialog.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4377&cHash=bdc0984ac8cc75de0a3c25c6f8c648a9
awo.soltau(at)awo-trialog.de;Winsener Str. 34d;29614;Soltau;awo.soltau@awo-trialog.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialpsychiatrischer Dienst, Suchtberatung;Herzebrockerstr. 140;33334;Gütersloh;spdienst@kreis-guetersloh.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4406&cHash=42175d3fc0711466466ae72e25f865a8
spdienst(at)kreis-guetersloh.de;Herzebrockerstr. 140;33334;Gütersloh;spdienst@kreis-guetersloh.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialteam STZ Görlitz-Weißwasser;Jakobstraße 24;02826;Görlitz;psbb.goerlitz@sozialteam.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4581&cHash=c499bd828055a24d2e0a6bf90d685392
psbb.goerlitz(at)sozialteam.de;Jakobstraße 24;02826;Görlitz;psbb.goerlitz@sozialteam.de;https://www.dhs.de/service/suchthilfeverzeichnis/
"Sozialth. Centrum ""Lebenswert""";Straße der Volkssolidarität 4;06526;Sangerhausen;sangerhausen@kontext-ilmenau.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4804&cHash=424df59efa80c3213685eb0eb0ebbf4f
sangerhausen(at)kontext-ilmenau.de;Straße der Volkssolidarität 4;06526;Sangerhausen;sangerhausen@kontext-ilmenau.de;https://www.dhs.de/service/suchthilfeverzeichnis/
"Sozialth. Centrum ""Sturmheide"" Ernstthal";Schulstraße 12 und 18;98724;Lauscha / OT Ernstthal;ernstthal@kontext-ilmenau.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4866&cHash=63df8f3067ec282000463f532c60e4bb
ernstthal(at)kontext-ilmenau.de;Schulstraße 12 und 18;98724;Lauscha / OT Ernstthal;ernstthal@kontext-ilmenau.de;https://www.dhs.de/service/suchthilfeverzeichnis/
Sozialtherapeutische Nachsorgeeinrichtung Röderichstrasse;Röderichstr. 6;60489;Frankfurt am Main;info@gsw-nachsorge.de;https://www.dhs.de/service/suchthilfeverzeichnis/?tx_wwdhseinrichtung2_fe1%5Baction%5D=show&tx_wwdhseinrichtung2_fe1%5Bcontroller%5D=Entry&tx_wwdhseinrichtung2_fe1%5Bentry%5D=4754&cHash=a764523b36fdb14b24b4767016ce1b24
info(at)gsw-nachsorge.de;Röderichstr. 6;60489;Frankfurt am Main;info@gsw-nachsorge.de;https://www.dhs.de/service/suchthilfeverzeichnis/
